cv_rank_f1_weighted,cv_f1_weighted,is_overfit,train_f1_weighted,test_f1_weighted,mean_fit_time,mean_test_precision_weighted,param_lgr__C,param_lgr__class_weight,param_lgr__max_iter,param_lgr__penalty,param_lgr__solver,param_lgr__tol,param_selector__threshold,param_transformer__cat__combiner__rare_to_value,param_transformer__num__poly__degree,param_transformer__ohe__drop,rank_test_precision_weighted,holdout_rank_f1_weighted
55,0.9288284423912879,No,0.9325468341430306,0.9340477025197231,2.1820795059204103,0.9300704141239308,0.32735743714072496,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.051110418843397e-06,5.913992449076879e-06,0.004,1,if_binary,55,11
56,0.9285638606217486,No,0.9321415058313794,0.9336252589648552,1.6709019660949707,0.9298749259686891,0.300816960654685,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,9.525889086580768e-06,8.634355365705874e-05,0.004,1,if_binary,56,12
54,0.9298634948586392,No,0.932344280515397,0.9324071352320101,1.828974962234497,0.9309574855825924,0.2528435468072163,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,9.780337016659405e-06,5.52251582943619e-06,0.003,1,if_binary,54,13
57,0.9271341014931596,No,0.9313281836720959,0.9322158081918285,2.0332479953765867,0.928543237295808,0.19593697717249947,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.465844721448737e-06,5.698264136408337e-06,0.004,1,if_binary,59,14
58,0.9269555764601698,No,0.9289341059067717,0.9305839843985488,1.8277595520019532,0.9288644918429674,0.10428663977627449,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,4.274869455295215e-05,3.8571683375501085e-05,0.0035,1,if_binary,57,15
59,0.9269192026658676,No,0.9289341059067717,0.9305839843985488,1.6879565715789795,0.9287109122456518,0.10392222585843046,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.0970853331431133e-06,2.4421955903964635e-05,0.003,1,if_binary,58,16
60,0.9265066410608707,No,0.9297571308728032,0.9301638192026896,2.2834495067596436,0.9281172997060823,0.10542635497393171,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.0507384024181396e-05,1.6708388310721187e-05,0.0025,1,if_binary,60,17
10,0.9326276419839727,Yes,0.9367505077700337,0.9367124562223039,14.663105010986328,0.9334125303049541,0.1363326778913019,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.5197980620034217e-05,3.544034314319156e-05,0.0035,2,if_binary,9,18
18,0.9322115576528299,Yes,0.9367205754937689,0.9367124562223039,15.33852939605713,0.9330256945091684,0.12698390685801356,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.8742210985555695e-05,1.2404304656210294e-05,0.004,2,if_binary,10,19
3,0.9335783269221268,Yes,0.9366093684808249,0.9365541044754898,17.122178888320924,0.9343145226071133,1.0128361392917489,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.5679933916723006e-06,3.613007886917022e-05,0.0035,2,if_binary,3,20
15,0.9322642991355423,Yes,0.937287343149479,0.9357097760219216,16.02832612991333,0.932781116122003,3.202585241999402,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,3.7183641805732074e-05,8.904612252998435e-06,0.0035,2,if_binary,19,21
13,0.9323186228527746,Yes,0.9380208000220176,0.9350383610419052,16.423176288604736,0.9324381798597093,44.97235523910824,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.36123992444126e-06,6.59742974713432e-05,0.0035,2,if_binary,24,22
23,0.932122613659458,Yes,0.9374848325304297,0.9348688296161635,14.59275712966919,0.9323132590509642,16.547774846627195,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,3.336101309469783e-05,9.937333828751172e-06,0.0035,2,if_binary,26,23
6,0.9335026162996705,Yes,0.9381625037225118,0.9345921459455635,15.013103437423705,0.933739974931779,8.023743331768873,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,9.661295989662233e-06,8.79130117975365e-06,0.0025,2,if_binary,6,24
7,0.9332963877625637,Yes,0.9383594841749029,0.9345921459455635,15.793070554733276,0.9335441358164726,14.195270530327026,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.8089151398126242e-06,3.9169587647820064e-05,0.0025,2,if_binary,8,25
30,0.9319263924277668,Yes,0.9374848325304297,0.9344496054412003,16.13578486442566,0.9321273379560229,14.818351183704378,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.3696739838480048e-05,6.554768603251569e-06,0.0035,2,if_binary,35,26
1,0.934786362342999,Yes,0.9377376846114759,0.934412805444438,12.330423831939697,0.9354945843132727,0.8449635803376749,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.11848955516645e-06,3.2300826141203806e-05,0.0025,2,if_binary,1,27
2,0.9341764260416161,Yes,0.9377930378514894,0.934412805444438,16.370182704925536,0.9349309996817132,0.7103510883908778,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.0891426343856443e-05,5.306480379823895e-05,0.0025,2,if_binary,2,28
24,0.9321210873495698,Yes,0.9342395343342631,0.9342313358442315,1.9338433265686035,0.9326300777634431,0.5654846344501568,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,7.148510793512982e-06,5.318650450233199e-05,0.0025,1,if_binary,21,29
45,0.9310664190209754,Yes,0.935019515695214,0.9340477025197231,1.7239581108093263,0.9318825093012342,4.902691271135981,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.8378638146176244e-06,3.227287598965671e-05,0.004,1,if_binary,40,30
46,0.9310020615265948,Yes,0.935019515695214,0.9340477025197231,1.975881814956665,0.931696314661521,10.46513315207855,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.901024531987035e-06,1.1632984492595093e-05,0.004,1,if_binary,46,31
48,0.9309261986076096,Yes,0.935019515695214,0.9340477025197231,1.7819125652313232,0.9316688309382004,5.602636501180513,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,3.0458224385894053e-06,6.543940605497572e-06,0.004,1,if_binary,47,32
50,0.9308618042896161,Yes,0.9354182389063308,0.9340477025197231,1.929071044921875,0.931489709935264,24.91159137076053,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,6.226163482363461e-05,6.493894104948333e-05,0.004,1,if_binary,50,33
39,0.9315480194996125,Yes,0.9383594841749029,0.9340312038487564,16.667440986633302,0.9317641353579708,117.20869681864636,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,4.1327654594663636e-05,3.1193515653509486e-05,0.003,2,if_binary,43,34
5,0.9335240680713441,Yes,0.9379653178181335,0.9339910423513839,16.320766115188597,0.9339875285134511,5.158737194542684,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.5470526233391164e-05,1.4302904742529738e-05,0.0025,2,if_binary,4,35
32,0.931843691288033,Yes,0.9378236681264707,0.933859044028817,16.416201019287108,0.9321524000523412,13.163328577862618,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.4732618059500194e-06,7.977339683760427e-06,0.003,2,if_binary,31,36
42,0.931370905998991,Yes,0.9376821158691324,0.933859044028817,17.635789918899537,0.9317365265290899,6.378330678120921,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.3426581058204035e-06,8.24257540650382e-05,0.003,2,if_binary,45,37
12,0.9323964691541219,Yes,0.9345005244246927,0.9336252589648552,1.718874979019165,0.9328314144296419,0.7506560179237605,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,3.0759501068720386e-06,8.324600502533542e-05,0.0025,1,if_binary,16,38
16,0.932253485126933,Yes,0.9349011832485992,0.9336252589648552,1.832881498336792,0.9325958768944126,1.0099799910483414,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.1207606211860566e-05,1.7425237654828834e-05,0.0025,1,if_binary,23,39
50,0.9308618042896161,Yes,0.9352775335271389,0.9336252589648552,1.4954731464385986,0.931489709935264,126.27407242820355,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,6.161049539380963e-05,2.8151232170782815e-05,0.004,1,if_binary,50,40
50,0.9308618042896161,Yes,0.9352775335271389,0.9336252589648552,1.9754053592681884,0.931489709935264,70.65294973103893,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.7643967683381542e-05,1.301179453694669e-05,0.004,1,if_binary,50,41
34,0.9316917536265711,Yes,0.9376263304838063,0.9334411378326034,17.819577074050905,0.9319321788082732,9.644921218755018,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.6070247583707665e-05,5.3065120414041845e-06,0.003,2,if_binary,39,42
4,0.9335756759487877,Yes,0.9381625037225118,0.9333304550886963,17.476411724090575,0.933858321829008,35.15495522844538,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.406336677771817e-06,1.409101176146911e-05,0.0025,2,if_binary,5,43
9,0.9326334014567547,Yes,0.9356999396146359,0.9332037004667973,2.031647968292236,0.9329785985855915,1.7233288831716689,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,7.969454818643929e-05,4.147838834397682e-05,0.0025,1,if_binary,15,44
11,0.9324186726053263,Yes,0.935957034487484,0.9332037004667973,1.8164849281311035,0.9326386077679623,5.315654549305852,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,7.1627869998973385e-06,5.381185152516757e-06,0.0025,1,if_binary,20,45
20,0.9321424015852393,Yes,0.9362131605090243,0.9332037004667973,1.4446003437042236,0.9322857698364351,9.0277237617151,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.2385137298860928e-06,2.8947052750712377e-05,0.0025,1,if_binary,27,46
20,0.9321424015852393,Yes,0.9362131605090243,0.9332037004667973,1.6108410358428955,0.9322857698364351,19.090011877835575,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,5.935682912014684e-06,7.49585891703517e-05,0.0025,1,if_binary,27,47
26,0.932005468194211,Yes,0.9362131605090243,0.9332037004667973,1.8913144588470459,0.9321279418959435,55.96520861285637,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,2.658754398327269e-06,8.456874513680049e-06,0.0025,1,if_binary,32,48
26,0.932005468194211,Yes,0.9362131605090243,0.9332037004667973,1.919992780685425,0.9321279418959435,46.27902192881726,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,6.197015748809142e-05,1.2535770221637254e-05,0.0025,1,if_binary,32,49
26,0.932005468194211,Yes,0.9362131605090243,0.9332037004667973,1.6857954025268556,0.9321279418959435,150.3375228023423,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,3.1883397351001865e-06,2.1045167272616842e-05,0.0025,1,if_binary,32,50
41,0.931441233918901,Yes,0.9347009610682936,0.9319866932234644,2.2298246383666993,0.9318052423406902,1.918825104839899,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,3.4889766548903652e-06,5.486070869080802e-05,0.003,1,if_binary,41,51
53,0.9304233496109713,Yes,0.9344404612056431,0.9317950535242543,2.2512701988220214,0.9312350470848344,0.8460056107201557,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.2172847081122426e-05,7.513950145923396e-06,0.0035,1,if_binary,53,52
33,0.9317044590718684,Yes,0.9351011915811424,0.9315671274598897,1.7214733600616454,0.9323286789474794,10.042469379048427,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.0432637161302088e-06,6.704161105655494e-06,0.0035,1,if_binary,25,53
36,0.931568453899067,Yes,0.9351011915811424,0.9315671274598897,1.6459131717681885,0.932113843877748,32.46192467974539,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.3260331922696544e-05,4.6424144320894985e-05,0.0035,1,if_binary,36,54
36,0.931568453899067,Yes,0.9349604655565195,0.9315671274598897,1.2602517127990722,0.932113843877748,99.06132976150286,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,3.1519872951938878e-06,1.6372402174426105e-05,0.0035,1,if_binary,36,55
36,0.931568453899067,Yes,0.9351011915811424,0.9315671274598897,1.9104648590087892,0.932113843877748,93.82250309605921,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.845877663478864e-05,1.3321243885729806e-05,0.0035,1,if_binary,36,56
43,0.931361852389222,Yes,0.9355005691541011,0.9315671274598897,1.7235344886779784,0.9316188245221493,84.86251057078474,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,8.798929749689018e-06,7.0646942840322985e-06,0.003,1,if_binary,48,57
43,0.931361852389222,Yes,0.9355005691541011,0.9315671274598897,1.626061773300171,0.9316188245221493,88.03845980820927,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.829267641174571e-05,4.9736449619475074e-05,0.003,1,if_binary,48,58
47,0.9309837895241582,Yes,0.9349011832485992,0.9315671274598897,1.7222692489624023,0.9317429608549072,1.6370545566855945,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,1.8391267498289006e-05,3.120487386401275e-05,0.0035,1,if_binary,44,59
49,0.9309210702428892,Yes,0.9347009610682936,0.9315671274598897,1.3680668354034424,0.9317767418879386,1.1861897425654835,"{'Accepted': 0.5215000000000001, 'Rejected': 1}",5000,l2,newton-cholesky,3.1115931750282624e-05,3.269161087553679e-05,0.0035,1,if_binary,42,60
