model,train f1_weighted score,test f1_weighted score,mean fit time,mean_test_precision_weighted
lgr,0.9166397037025743,0.9216649344059097,0.8853295326232911,0.9200886251268889
ridge,0.9002142015195396,0.9031481217584435,4.10423002243042,0.9144882870983178
