model,train f1 score,test f1 score,mean fit time,mean_test_precision
rf,0.7146282973621103,0.7202797202797203,1.1668026447296143,0.5855954009436666
gbc,0.718400940623163,0.7222222222222222,2.6249634265899657,0.5833103933635516
