model,train f1 score,test f1 score,mean fit time,mean_test_precision
rf,0.7066508313539192,0.7285464098073555,2.204137182235718,0.5640872097829078
gbc,0.7333732774116238,0.7419354838709677,1.069936990737915,0.5959558011396652
